"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80472","spm","","283992","0","27009","PIN 4487/25","holotype","","","fibual","","1","table","","","Parvicursor remotus","species","68183","","Parvicursor remotus","species","68183","83.5","70.6","7467"
"80473","spm","","796106","0","55363","RTMP 2001.45.91","holotype","","","ulna","","1","table","","","Albertonykus borealis","species","140788","","Albertonykus borealis","species","140788","70.6","66","29124"
"80474","spm","","796106","0","55363","RTMP 2000.45.98","paratype","","","tibia","","1","table","","","Albertonykus borealis","species","140788","","Albertonykus borealis","species","140788","70.6","66","29124"
"80475","spm","","905414","23685","59410","BMNH A4359","holotype","","","tibiotarsus","","1","","","","Heptasteornis andrewsi","species","67360","nomen dubium","Troodontidae","family","54468","70.6","66","14314"
"80476","spm","","905414","23685","59410","BMNH A1528","paratype","","","tibiotarsus","","1","","","","Heptasteornis andrewsi","species","67360","nomen dubium","Troodontidae","family","54468","70.6","66","14314"
"80477","spm","","389060","13155","37184","IGM 100/975","holotype","","","humerus","","1","","","","Shuvuuia deserti","species","66044","","Shuvuuia deserti","species","66044","83.5","70.6","13618"
"80478","spm","","809197","0","88549","MPC 100/24","holotype","","","skull","","1","","","incomplete skull","Ceratonykus oculatus","species","145605","","Ceratonykus oculatus","species","145605","83.5","70.6","29706"
"80479","spm","","646266","0","69801","IGM N107/6","holotype","","","scapula","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80480","spm","","646266","0","69801","IGM N107/6","holotype","","","humerus","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80481","spm","","646266","0","69801","IGM N107/6","holotype","","","radius","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80482","spm","","646266","0","69801","IGM N107/6","holotype","","","femur","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80483","spm","","646266","0","69801","IGM N107/6","holotype","","","femur","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80484","spm","","646266","0","69801","IGM N107/6","holotype","","","tibiotarsus","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80485","spm","","646266","0","69801","IGM N107/6","holotype","","","scapula","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80486","spm","","646266","0","69801","IGM N107/6","holotype","","","humerus","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80487","spm","","646266","0","69801","IGM N107/6","holotype","","","radius","","1","","","","Mononychus olecranus","species","67287","recombined as","Mononykus olecranus","species","67287","72.1","66","14286"
"80488","spm","","592562","0","28006","LH 7777","holotype","","","skull","","1","","","","Pelecanimimus polyodon","species","64118","","Pelecanimimus polyodon","species","64118","130","125.45","12449"
"80489","spm","","513561","32465","52007","IGM 100/29","holotype","","","skull","","1","table","","","Harpymimus okladnikovi","species","66670","","Harpymimus okladnikovi","species","66670","109","99.6","13913"
"80490","spm","","513561","32465","52007","IGM 100/29","holotype","","","scapula","","1","table","","","Harpymimus okladnikovi","species","66670","","Harpymimus okladnikovi","species","66670","109","99.6","13913"
"80491","spm","","513561","32465","52007","IGM 100/29","holotype","","","humerus","","1","table","","","Harpymimus okladnikovi","species","66670","","Harpymimus okladnikovi","species","66670","109","99.6","13913"
"80492","spm","","513561","32465","52007","IGM 100/29","holotype","","","radius","","1","table","","","Harpymimus okladnikovi","species","66670","","Harpymimus okladnikovi","species","66670","109","99.6","13913"
"80493","spm","","513561","32465","52007","IGM 100/29","holotype","","","ulna","","1","table","","","Harpymimus okladnikovi","species","66670","","Harpymimus okladnikovi","species","66670","109","99.6","13913"
"80494","spm","","984394","0","52888","NGMC 97-4-002","holotype","","","scapula","","1","table","","","Shenzhousaurus orientalis","species","68334","","Shenzhousaurus orientalis","species","68334","130","122.46","14983"
"80495","spm","","984394","0","52888","NGMC 97-4-002","holotype","","","femur","","1","table","","","Shenzhousaurus orientalis","species","68334","","Shenzhousaurus orientalis","species","68334","130","122.46","14983"
"80496","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","scapula","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80497","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","coracoid","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80498","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","humerus","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80499","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","radius","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80500","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","ulna","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80501","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","femur","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80502","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","tibia","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80503","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","fibual","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80504","spm","","810685","0","88840","FRDC-GS GJ (06) 01-18","holotype","","","coracoid","","1","text","","","Beishanlong grandis","species","146118","","Beishanlong grandis","species","146118","125","113","29792"
"80505","spm","","804049","0","67974","GIN 100/13","holotype","","","skull","","1","table","","","Garudimimus brevipes","species","57267","","Garudimimus brevipes","species","57267","100.5","83.6","29489"
"80506","spm","","804049","0","67974","GIN 100/13","holotype","","","femur","","1","table","","","Garudimimus brevipes","species","57267","","Garudimimus brevipes","species","57267","100.5","83.6","29489"
"80507","spm","","804049","0","67974","GIN 100/13","holotype","","","tibia","","1","table","","","Garudimimus brevipes","species","57267","","Garudimimus brevipes","species","57267","100.5","83.6","29489"
"80508","spm","","804049","0","67974","GIN 100/13","holotype","","","fibula","","1","table","","","Garudimimus brevipes","species","57267","","Garudimimus brevipes","species","57267","100.5","83.6","29489"
"80509","spm","","914468","0","84996","HGM 41HIII-0106","holotype","","","tibia","","1","text","","","Qiupalong henanensis","species","176038","","Qiupalong henanensis","species","176038","70.6","66","34984"
"80510","spm","N","","0","","ANSP 9222","","","","tibia","","1","text","","","Coelosaurus antiquus","species","53028","nomen dubium","Ornithomimosauria","infraorder","55491","","","14123"
"80511","spm","","513562","0","52008","SPS GIN AN MPR 100/300","holotype","","","humerus","","1","","","","Anserimimus planinychus","species","66672","","Anserimimus planinychus","species","66672","72.1","66","13914"
"80512","spm","","513562","0","52008","SPS GIN AN MPR 100/300","holotype","","","radius","","1","","","","Anserimimus planinychus","species","66672","","Anserimimus planinychus","species","66672","72.1","66","13914"
"80513","spm","","467017","0","46335","ROM 840","","","","skull","","1","table","","","Struthiomimus samueli","species","57271","subjective synonym of","Ornithomimus edmontonicus","species","63438","83.5","70.6","10409"
"80514","spm","","467017","0","46335","ROM 840","","","","scapula","","1","table","","","Struthiomimus samueli","species","57271","subjective synonym of","Ornithomimus edmontonicus","species","63438","83.5","70.6","10409"
"80515","spm","","467017","0","46335","ROM 840","","","","humerus","","1","table","","","Struthiomimus samueli","species","57271","subjective synonym of","Ornithomimus edmontonicus","species","63438","83.5","70.6","10409"
"80516","spm","","467017","0","46335","ROM 840","","","","radius","","1","table","","","Struthiomimus samueli","species","57271","subjective synonym of","Ornithomimus edmontonicus","species","63438","83.5","70.6","10409"
"80517","spm","","467017","0","46335","ROM 840","","","","ulna","","1","table","","","Struthiomimus samueli","species","57271","subjective synonym of","Ornithomimus edmontonicus","species","63438","83.5","70.6","10409"
"80518","spm","","404787","10622","37003","IGM 100/11","holotype","","","skull","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80519","spm","","404787","10622","37003","IGM 100/11","holotype","","","scapula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80520","spm","","404787","10622","37003","IGM 100/11","holotype","","","humerus","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80521","spm","","404787","10622","37003","IGM 100/11","holotype","","","radius","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80522","spm","","404787","10622","37003","IGM 100/11","holotype","","","ulna","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80523","spm","","404787","10622","37003","IGM 100/11","holotype","","","femur","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80524","spm","","404787","10622","37003","IGM 100/11","holotype","","","tibiotarsus","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80525","spm","","404787","10622","37003","IGM 100/11","holotype","","","fibula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80526","spm","","404787","10622","37003","IGM 100/10","paratype","","","skull","","1","table","","juvenile","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80527","spm","","404787","10622","37003","IGM 100/10","paratype","","","femur","","1","table","","juvenile","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80528","spm","","404787","10622","37003","IGM 100/10","paratype","","","tibia","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80529","spm","","404787","10622","37003","IGM 100/10","paratype","","","fibula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80530","spm","","404787","10622","37003","ZPAL MgD-I/1","paratype","","","skull","","1","table","","juvenile","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80531","spm","","404787","10622","37003","ZPAL MgD-I/1","paratype","","","femur","","1","table","","juvenile","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
"80532","spm","","404787","10622","37003","ZPAL MgD-I/1","paratype","","","tibiotarsus","","1","table","","juvenile","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","72.1","66","9906"
